Año,Mes,División,Grupo,Clase,Subclase,Producto,Glosa,Ponderación,Índice,Variación Mensual  ( % ),Variación Acumulada   ( % ),Variación 12 Meses   ( % ),Incidencia Mensual   ( % ),Incidencia Acumulada    ( % ),Incidencia 12 Meses    ( % )
2019,2,7,3,1, , ,TRANSPORTE DE PASAJEROS POR VÍAS URBANAS Y CARRETERAS,2.30383,108.92,2.3,4.3, ,0.056,0.103, 
2019,2,9,3,1, , ,SERVICIOS DE RECREACIÓN Y DEPORTIVOS,1.16052,100.34,0.8,0.3, ,0.009,0.004, 
2019,2,10,3,1, , ,ENSEÑANZA POSTSECUNDARIA NO TERCIARIA,0.16925,100.19,0,0, ,0,0, 
2019,2,12,3,1, , ,SEGUROS RELACIONADOS CON EL TRANSPORTE,0.61603,104.36,0.6,0.9, ,0.004,0.006, 
2019,2,4,4,1, , ,ELECTRICIDAD,2.27238,98.46,0.4,1.5, ,0.01,0.032, 
2019,2,5,4,1, , ,"ARTÍCULOS DE VIDRIO Y CRISTAL, VAJILLA Y UTENSILIOS PARA EL HOGAR",0.28175,100.88,-0.4,1.1, ,-0.001,0.003, 
2019,2,9,4,1, , ,"LIBROS, DICCIONARIOS, ENCICLOPEDIAS Y OTROS SIMILARES",0.40005,100.2,-0.6,-0.7, ,-0.002,-0.003, 
2019,2,10,4,1, , ,ENSEÑANZA SUPERIOR (TERCIARIA),3.52689,100.73,0,0, ,0,0, 
2019,2,12,4,1, , ,OTROS SERVICIOS FINANCIEROS,0.23354,101.08,-0.3,-0.3, ,-0.001,-0.001, 
2019,2,5,5,1, , ,HERRAMIENTAS Y ACCESORIOS DIVERSOS,0.31476,99.61,-0.6,-0.1, ,-0.002,0, 
2019,2,9,5,1, , ,PAQUETES TURÍSTICOS,0.76585,100.33,-1.7,-9.4, ,-0.013,-0.079, 
2019,2,10,5,1, , ,ENSEÑANZA NO ATRIBUIBLE A NINGÚN NIVEL,0.53344,103.87,0.1,-0.4, ,0.001,-0.002, 
2019,2,12,5,1, , ,OTROS SERVICIOS,0.90116,102.78,0.3,1.1, ,0.002,0.01, 
2019,2,5,6,1, , ,BIENES NO DURABLES PARA EL HOGAR,1.14683,101.01,0.6,2.1, ,0.007,0.023, 
2019,2,1,1,2, , ,CARNES,4.39152,99,-0.3,-0.1, ,-0.013,-0.005, 
2019,2,2,1,2, , ,VINOS,0.96935,102.46,0.6,1.1, ,0.006,0.01, 
2019,2,3,1,2, , ,VESTUARIO,2.09326,99.64,1.6,1.7, ,0.032,0.035, 
2019,2,5,1,2, , ,SERVICIO DE REPARACIÓN DE MUEBLES,0.02258,102.34,0.8,0.8, ,0,0, 
2019,2,6,1,2, , ,OTROS PRODUCTOS MÉDICOS,0.07603,101.89,5.9,1.3, ,0.004,0.001, 
2019,2,7,1,2, , ,MOTOCICLETAS,0.05903,101.95,0.3,2.3, ,0,0.001, 
2019,2,9,1,2, , ,EQUIPOS FOTOGRÁFICOS,0.06172,98.4,-1.2,2, ,-0.001,0.001, 
2019,2,12,1,2, , ,PRODUCTOS PARA EL CUIDADO E HIGIENE PERSONAL,2.38399,101.4,0.1,1, ,0.003,0.025, 
2019,2,1,2,2, , ,"AGUAS MINERALES, REFRESCOS, GASEOSAS Y JUGOS DE FRUTA",1.78184,101.92,-0.4,-0.7, ,-0.008,-0.013, 
2019,2,4,2,2, , ,SERVICIOS PARA LA CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA,0.8895,103.56,0.3,0.7, ,0.003,0.006, 
2019,2,6,2,2, , ,SERVICIOS DENTALES,1.26413,102.06,0.2,1.6, ,0.003,0.02, 
2019,2,7,2,2, , ,COMBUSTIBLES Y LUBRICANTES PARA VEHÍCULOS DE TRANSPORTE PERSONAL,3.15228,96.78,-3,-6.2, ,-0.095,-0.202, 
2019,2,9,2,2, , ,"EQUIPOS DEPORTIVOS, CAMPING Y RECREACIÓN",0.29935,98.48,-0.4,-1, ,-0.001,-0.003, 
2019,2,12,2,2, , ,OTROS ARTÍCULOS PERSONALES,0.37743,98.07,-0.3,1.1, ,-0.001,0.004, 
2019,2,4,3,2, , ,SERVICIO DE RETIRO DE BASURA,0.09053,102.75,0,0, ,0,0, 
2019,2,5,3,2, , ,PEQUEÑOS ARTEFACTOS PARA EL HOGAR,0.21586,97.46,0.3,0.6, ,0.001,0.001, 
2019,2,7,3,2, , ,TRANSPORTE DE PASAJEROS POR AIRE,0.75389,84.43,-5.1,-9.4, ,-0.034,-0.066, 
2019,2,9,3,2, , ,SERVICIOS CULTURALES,0.88753,101.58,0.1,0.1, ,0.001,0.001, 
2019,2,4,4,2, , ,GAS,1.61066,99.95,-0.9,-3.6, ,-0.015,-0.059, 
2019,2,9,4,2, , ,DIARIOS,0.0714,105.75,5.8,5.8, ,0.004,0.004, 
2019,2,5,6,2, , ,SERVICIOS DOMÉSTICOS PARA EL HOGAR,2.6473,101.73,0.4,0.6, ,0.011,0.017, 
2019,2,1,1,3, , ,PESCADOS Y MARISCOS,0.57242,98.2,-1.6,1.8, ,-0.009,0.01, 
2019,2,2,1,3, , ,CERVEZAS,1.39219,101.99,0.2,1.4, ,0.003,0.019, 
2019,2,3,1,3, , ,ARTÍCULOS Y ACCESORIOS DE VESTIR,0.11757,100.53,-0.3,-0.1, ,0,0, 
2019,2,6,1,3, , ,ARTEFACTOS Y ARTÍCULOS TERAPÉUTICOS,0.39942,101.64,0.2,0.8, ,0.001,0.003, 
2019,2,7,1,3, , ,BICICLETAS,0.06915,95.24,-2.5,-1.9, ,-0.002,-0.001, 
2019,2,9,1,3, , ,EQUIPOS DE PROCESAMIENTO INFORMÁTICO,0.46834,97.55,0.2,0.8, ,0.001,0.003, 
2019,2,6,2,3, , ,SERVICIOS PARAMÉDICOS,0.94153,100.3,0.3,-0.2, ,0.002,-0.002, 
2019,2,7,2,3, , ,CONSERVACIÓN Y REPARACIÓN DE VEHÍCULOS DE TRANSPORTE PERSONAL,0.89246,101.41,0.2,0.4, ,0.002,0.003, 
2019,2,9,2,3, , ,JARDINERÍA Y FLORES,0.11965,102.37,2.7,1.7, ,0.003,0.002, 
2019,2,4,3,3, , ,OTROS SERVICIOS RELACIONADOS CON LA VIVIENDA,1.45144,103.86,-1.7,1.7, ,-0.026,0.025, 
2019,2,5,3,3, , ,REPARACIÓN DE ARTEFACTOS PARA EL HOGAR,0.03963,102.09,0.3,0.3, ,0,0, 
2019,2,7,3,3, , ,TRANSPORTE COMBINADO DE PASAJEROS,1.26432,105.62,2.9,2.9, ,0.037,0.037, 
2019,2,9,3,3, , ,JUEGOS DE AZAR,0.02478,100,0,0, ,0,0, 
2019,2,4,4,3, , ,OTROS COMBUSTIBLES DE USO DOMÉSTICO,0.50515,96.92,0.6,-0.5, ,0.003,-0.002, 
2019,2,9,4,3, , ,ARTÍCULOS ESCOLARES Y DE ESCRITORIO,0.34584,100.64,-1.2,-1.6, ,-0.004,-0.006, 
2019,2,1,1,4, , ,"PRODUCTOS LÁCTEOS, QUESOS Y HUEVOS",2.42231,99.36,-0.2,-1, ,-0.004,-0.024, 
2019,2,3,1,4, , ,LIMPIEZA Y REPARACIÓN DE VESTUARIO,0.06004,101.85,0.3,0.7, ,0,0, 
2019,2,9,1,4, , ,MEDIOS PREGRABADOS Y PARA GRABACIÓN,0.04773,89.09,-6.7,-5.3, ,-0.003,-0.002, 
2019,2,7,2,4, , ,OTROS SERVICIOS RELATIVOS A VEHÍCULOS DE TRANSPORTE PERSONAL,1.09965,104.16,0,4.4, ,0.001,0.048, 
2019,2,9,2,4, , ,MASCOTAS Y PRODUCTOS RELACIONADOS,0.75279,101.91,-0.4,0.9, ,-0.003,0.007, 
2019,2,1,1,5, , ,ACEITES Y GRASAS,0.53071,100.86,-0.3,0.1, ,-0.002,0.001, 
2019,2,9,2,5, , ,SERVICIOS VETERINARIOS,0.24731,103.78,1.2,2.1, ,0.003,0.005, 
2019,2,1,1,6, , ,FRUTAS,0.97316,97.8,-4.3,-8.2, ,-0.042,-0.085, 
2019,2,1,1,7, , ,"HORTALIZAS, LEGUMBRES Y TUBÉRCULOS",2.5863,99.04,-0.6,-1.5, ,-0.017,-0.039, 
2019,2,1,1,8, , ,"AZÚCAR, MERMELADA, MIEL, CHOCOLATE Y DULCES DE AZÚCAR",0.92862,101.06,0.4,0.2, ,0.004,0.002, 
2019,2,1,1,9, , ,OTROS PRODUCTOS ALIMENTICIOS,0.6977,101.16,-0.1,0.1, ,-0.001,0, 
2019,2,1,1,1,1, ,ARROZ,0.18033,99.76,1.2,0, ,0.002,0, 
2019,2,2,1,1,1, ,DESTILADOS,0.50926,101.2,0.2,1.7, ,0.001,0.009, 
2019,2,3,1,1,1, ,TELAS PARA CONFECCIÓN DE VESTUARIO,0.03406,101.64,-0.3,0.2, ,0,0, 
2019,2,4,1,1,1, ,ARRIENDO EFECTIVO,5.52872,103.04,0.9,1.3, ,0.051,0.07, 
2019,2,5,1,1,1, ,MUEBLES PARA EL HOGAR,0.81282,99.08,-0.6,-0.2, ,-0.005,-0.002, 
2019,2,6,1,1,1, ,MEDICAMENTOS,2.42319,101.93,1.2,1, ,0.029,0.025, 
2019,2,7,1,1,1, ,AUTOMÓVIL NUEVO,2.85541,99.55,-0.3,0.7, ,-0.009,0.018, 
2019,2,8,1,1,1, ,EQUIPOS TELEFÓNICOS,0.61378,92.81,-2.1,-3.1, ,-0.012,-0.018, 
2019,2,9,1,1,1, ,TELEVISORES,0.40468,91.93,-2,-0.6, ,-0.007,-0.002, 
2019,2,10,1,1,1, ,SERVICIOS DE EDUCACIÓN PRE - ESCOLAR Y ENSEÑANZA BÁSICA,1.72331,100.61,0,0, ,0,0, 
2019,2,11,1,1,1, ,ALIMENTOS Y BEBESTIBLES CONSUMIDOS FUERA DEL HOGAR,4.26808,102.35,0.1,0.4, ,0.004,0.018, 
2019,2,12,1,1,1, ,SERVICIOS DE PELUQUERÍA Y CUIDADO PERSONAL,0.39909,102.2,0.5,0.6, ,0.002,0.002, 
2019,2,1,2,1,1, ,CAFÉ Y SUCEDÁNEOS,0.15522,100.61,0.2,1.7, ,0,0.003, 
2019,2,2,2,1,1, ,CIGARRILLOS,1.90687,102.67,0,2.7, ,0,0.051, 
2019,2,3,2,1,1, ,CALZADO PARA HOMBRE,0.38761,106.99,9.3,8.7, ,0.035,0.033, 
2019,2,4,2,1,1, ,MATERIALES PARA LA CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA,0.82245,101.77,-1.9,-1.4, ,-0.016,-0.012, 
2019,2,5,2,1,1, ,TEXTILES PARA EL HOGAR,0.26025,96.96,0.5,2, ,0.001,0.005, 
2019,2,6,2,1,1, ,SERVICIOS MÉDICOS,1.69192,100.99,0.4,0.4, ,0.007,0.007, 
2019,2,7,2,1,1, ,REPUESTOS Y ACCESORIOS PARA EL AUTOMÓVIL,0.39799,97.78,1,-1.2, ,0.004,-0.005, 
2019,2,8,2,1,1, ,SERVICIOS DE TELECOMUNICACIONES,4.8411,97.92,0,0, ,-0.001,-0.001, 
2019,2,9,2,1,1, ,JUGUETES Y CONSOLAS DE VIDEOJUEGO,0.45272,98.57,-0.3,-0.1, ,-0.002,0, 
2019,2,10,2,1,1, ,SERVICIOS DE EDUCACIÓN DE LA ENSEÑANZA MEDIA,0.64279,100.44,0,0, ,0,0, 
2019,2,11,2,1,1, ,SERVICIOS DE ALOJAMIENTO,0.51476,99.4,-1,0.2, ,-0.005,0.001, 
2019,2,12,2,1,1, ,JOYERÍA Y RELOJES,0.24136,100.68,-0.4,0, ,-0.001,0, 
2019,2,4,3,1,1, ,SUMINISTRO DE AGUA Y ALCANTARILLADO,1.65637,102.5,0,0, ,0,0, 
2019,2,5,3,1,1, ,LÍNEA BLANCA,0.6103,100.94,0,1.6, ,0,0.01, 
2019,2,6,3,1,1, ,SERVICIOS DE HOSPITALIZACIÓN,0.97156,101.62,0.1,1, ,0.001,0.009, 
2019,2,7,3,1,1, ,SERVICIOS DE TRANSPORTE DE PASAJEROS POR VÍAS URBANAS,1.81018,104.65,-0.3,1.7, ,-0.005,0.032, 
2019,2,9,3,1,1, ,SERVICIOS PRESTADOS POR RECINTOS DE RECREACIÓN Y DEPORTIVOS,0.84884,99.8,0.9,0.2, ,0.007,0.002, 
2019,2,10,3,1,1, ,SERVICIOS DE PRE UNIVERSITARIO,0.16925,100.19,0,0, ,0,0, 
2019,2,12,3,1,1, ,SEGUROS RELACIONADOS CON EL TRANSPORTE,0.61603,104.36,0.6,0.9, ,0.004,0.006, 
2019,2,4,4,1,1, ,ELECTRICIDAD,2.27238,98.46,0.4,1.5, ,0.01,0.032, 
2019,2,5,4,1,1, ,ARTÍCULOS Y UTENSILIOS PARA EL HOGAR,0.28175,100.88,-0.4,1.1, ,-0.001,0.003, 
2019,2,9,4,1,1, ,TEXTOS ESCOLARES,0.17324,101.71,1.3,1.3, ,0.002,0.002, 
2019,2,10,4,1,1, ,SERVICIOS DE EDUCACIÓN SUPERIOR,3.52689,100.73,0,0, ,0,0, 
2019,2,12,4,1,1, ,GASTOS EN ADMINISTRACIÓN DE LOS SERVICIOS FINANCIEROS,0.23354,101.08,-0.3,-0.3, ,-0.001,-0.001, 
2019,2,5,5,1,1, ,HERRAMIENTAS,0.10642,98.17,-1,0.7, ,-0.001,0.001, 
2019,2,9,5,1,1, ,SERVICIOS DE VIAJES CON TODO INCLUIDO,0.76585,100.33,-1.7,-9.4, ,-0.013,-0.079, 
2019,2,10,5,1,1, ,SERVICIOS DE ENSEÑANZA NO ATRIBUIBLE A NINGÚN NIVEL,0.53344,103.87,0.1,-0.4, ,0.001,-0.002, 
2019,2,12,5,1,1, ,OTROS SERVICIOS,0.90116,102.78,0.3,1.1, ,0.002,0.01, 
2019,2,5,6,1,1, ,PRODUCTOS DE LIMPIEZA PARA EL HOGAR,0.8504,100.3,0.5,2.2, ,0.004,0.018, 
2019,2,1,1,2,1, ,"CARNE DE VACUNO FRESCA, REFRIGERADA O CONGELADA",1.83118,99.1,0.5,0.3, ,0.01,0.006, 
2019,2,2,1,2,1, ,VINOS,0.96935,102.46,0.6,1.1, ,0.006,0.01, 
2019,2,3,1,2,1, ,VESTUARIO PARA HOMBRE,0.64714,97.72,1.5,0.6, ,0.009,0.004, 
2019,2,5,1,2,1, ,SERVICIO DE REPARACIÓN DE MUEBLES,0.02258,102.34,0.8,0.8, ,0,0, 
2019,2,6,1,2,1, ,OTROS PRODUCTOS MÉDICOS,0.07603,101.89,5.9,1.3, ,0.004,0.001, 
2019,2,7,1,2,1, ,MOTOCICLETA,0.05903,101.95,0.3,2.3, ,0,0.001, 
2019,2,9,1,2,1, ,CÁMARAS,0.06172,98.4,-1.2,2, ,-0.001,0.001, 
2019,2,12,1,2,1, ,PRODUCTOS PARA EL CUIDADO PERSONAL,0.52981,99.7,-1.6,0, ,-0.009,0, 
2019,2,1,2,2,1, ,AGUA MINERAL Y PURIFICADA,0.21102,98.73,-2,-1.9, ,-0.004,-0.004, 
2019,2,4,2,2,1, ,SERVICIOS PARA LA CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA,0.8895,103.56,0.3,0.7, ,0.003,0.006, 
2019,2,6,2,2,1, ,SERVICIOS DENTALES,1.26413,102.06,0.2,1.6, ,0.003,0.02, 
2019,2,7,2,2,1, ,COMBUSTIBLES PARA EL AUTOMÓVIL,3.11474,96.76,-3.1,-6.3, ,-0.095,-0.202, 
2019,2,9,2,2,1, ,"EQUIPO DE DEPORTES, CAMPING Y RECREACIÓN",0.29935,98.48,-0.4,-1, ,-0.001,-0.003, 
2019,2,12,2,2,1, ,OTROS ARTÍCULOS PERSONALES,0.37743,98.07,-0.3,1.1, ,-0.001,0.004, 
2019,2,4,3,2,1, ,SERVICIO DE RETIRO DE BASURA,0.09053,102.75,0,0, ,0,0, 
2019,2,5,3,2,1, ,ELECTRODOMÉSTICOS,0.21586,97.46,0.3,0.6, ,0.001,0.001, 
2019,2,7,3,2,1, ,SERVICIOS DE TRANSPORTE DE PASAJEROS POR VÍA AÉREA,0.75389,84.43,-5.1,-9.4, ,-0.034,-0.066, 
2019,2,9,3,2,1, ,SERVICIOS PRESTADOS POR ESTABLECIMIENTOS CULTURALES,0.49267,102.35,0,0.1, ,0,0, 
2019,2,4,4,2,1, ,GAS POR RED,0.46326,104.04,0,-3.9, ,0,-0.02, 
2019,2,9,4,2,1, ,DIARIOS,0.0714,105.75,5.8,5.8, ,0.004,0.004, 
2019,2,5,6,2,1, ,SERVICIOS DOMÉSTICOS,2.6473,101.73,0.4,0.6, ,0.011,0.017, 
2019,2,1,1,3,1, ,"PESCADOS FRESCOS, REFRIGERADOS O CONGELADOS",0.26577,98.15,-2.5,4.1, ,-0.007,0.01, 
2019,2,2,1,3,1, ,CERVEZAS,1.39219,101.99,0.2,1.4, ,0.003,0.019, 
2019,2,3,1,3,1, ,ARTÍCULOS Y ACCESORIOS DE VESTIR,0.11757,100.53,-0.3,-0.1, ,0,0, 
2019,2,6,1,3,1, ,ARTEFACTOS Y ARTÍCULOS TERAPÉUTICOS,0.39942,101.64,0.2,0.8, ,0.001,0.003, 
2019,2,7,1,3,1, ,BICICLETA,0.06915,95.24,-2.5,-1.9, ,-0.002,-0.001, 
2019,2,9,1,3,1, ,COMPUTADORES E IMPRESORAS,0.46834,97.55,0.2,0.8, ,0.001,0.003, 
2019,2,6,2,3,1, ,"SERVICIOS DE LABORATORIOS DE ANÁLISIS MÉDICOS, DE DIAGNOSTICO Y RADIOLÓGICOS",0.59966,99.9,0.3,-0.7, ,0.002,-0.004, 
2019,2,7,2,3,1, ,SERVICIOS DE MANTENCIÓN Y REPARACIÓN DEL AUTOMÓVIL,0.89246,101.41,0.2,0.4, ,0.002,0.003, 
2019,2,9,2,3,1, ,JARDINERÍA Y FLORES,0.11965,102.37,2.7,1.7, ,0.003,0.002, 
2019,2,4,3,3,1, ,OTROS SERVICIOS RELACIONADOS CON LA VIVIENDA,0.08189,104.62,-0.1,-0.1, ,0,0, 
2019,2,5,3,3,1, ,SERVICIOS DE REPARACIÓN DE LÍNEA BLANCA Y ELECTRODOMÉSTICOS,0.03963,102.09,0.3,0.3, ,0,0, 
2019,2,7,3,3,1, ,SERVICIOS DE TRANSPORTE COMBINADO DE PASAJEROS,1.26432,105.62,2.9,2.9, ,0.037,0.037, 
2019,2,9,3,3,1, ,JUEGOS DE AZAR,0.02478,100,0,0, ,0,0, 
2019,2,4,4,3,1, ,OTROS COMBUSTIBLES DE USO DOMÉSTICO,0.50515,96.92,0.6,-0.5, ,0.003,-0.002, 
2019,2,9,4,3,1, ,ARTÍCULOS ESCOLARES,0.31019,100.27,-1.3,-1.8, ,-0.004,-0.006, 
2019,2,1,1,4,1, ,LECHES,0.72248,98.57,-1.3,-0.3, ,-0.009,-0.002, 
2019,2,3,1,4,1, ,SERVICIOS DE LIMPIEZA Y REPARACIÓN DE VESTUARIO,0.06004,101.85,0.3,0.7, ,0,0, 
2019,2,9,1,4,1, ,REGISTROS DE SONIDOS E IMÁGENES,0.04773,89.09,-6.7,-5.3, ,-0.003,-0.002, 
2019,2,7,2,4,1, ,SERVICIOS DE ESTACIONAMIENTO,0.2761,100.65,0,0.4, ,0,0.001, 
2019,2,9,2,4,1, ,ALIMENTOS Y ACCESORIOS PARA MASCOTAS,0.75279,101.91,-0.4,0.9, ,-0.003,0.007, 
2019,2,1,1,5,1, ,MANTEQUILLA Y MARGARINA,0.23888,103.73,-0.4,-0.3, ,-0.001,-0.001, 
2019,2,9,2,5,1, ,SERVICIOS VETERINARIOS,0.24731,103.78,1.2,2.1, ,0.003,0.005, 
2019,2,1,1,6,1, ,"FRUTAS FRESCAS, REFRIGERADAS O CONGELADAS",0.79334,97.28,-5.5,-10, ,-0.044,-0.086, 
2019,2,1,1,7,1, ,"HORTALIZAS FRESCAS, REFRIGERADAS, CONGELADAS O CONSERVADAS",1.92322,100.45,-0.7,3, ,-0.013,0.056, 
2019,2,1,1,8,1, ,AZÚCAR Y ENDULZANTES,0.17443,99.44,0,0.3, ,0,0.001, 
2019,2,1,1,9,1, ,"SAL, HIERBAS, ESPECIAS Y CONDIMENTOS CULINARIOS",0.12217,103.18,0,2.1, ,0,0.003, 
2019,2,1,1,1,2, ,HARINAS Y CEREALES,0.31595,101.08,0.6,0.1, ,0.002,0, 
2019,2,5,1,1,2, ,ARTÍCULOS Y ORNAMENTACIÓN PARA EL HOGAR,0.17077,99.23,1.1,-3.3, ,0.002,-0.006, 
2019,2,7,1,1,2, ,AUTOMÓVIL USADO,0.27347,94.2,-0.6,-2.1, ,-0.001,-0.005, 
2019,2,9,1,1,2, ,EQUIPOS DE AUDIO,0.07886,94.06,-0.1,3.8, ,0,0.003, 
2019,2,11,1,1,2, ,ALIMENTOS PREPARADOS  PARA LLEVAR,1.60063,101.33,-0.3,0.4, ,-0.005,0.006, 
2019,2,1,2,1,2, ,TÉ,0.17671,103.88,4.6,2.4, ,0.008,0.004, 
2019,2,3,2,1,2, ,CALZADO PARA MUJER,0.47835,101.89,3.7,1.8, ,0.017,0.009, 
2019,2,7,3,1,2, ,SERVICIOS DE TRANSPORTE DE PASAJEROS POR CARRETERAS,0.49365,124.57,11.2,13.2, ,0.061,0.071, 
2019,2,9,3,1,2, ,CLASES DEPORTIVAS Y RECREATIVAS,0.31168,101.82,0.5,0.5, ,0.002,0.002, 
2019,2,9,4,1,2, ,LIBROS,0.22681,99.05,-2,-2.3, ,-0.005,-0.005, 
2019,2,5,5,1,2, ,ACCESORIOS PARA EL HOGAR,0.20834,100.34,-0.3,-0.5, ,-0.001,-0.001, 
2019,2,5,6,1,2, ,ARTÍCULOS DE LIMPIEZA PARA EL HOGAR,0.29643,103.03,1.1,1.6, ,0.003,0.005, 
2019,2,1,1,2,2, ,"CARNE DE CERDO FRESCA, REFRIGERADA O CONGELADA",0.45693,97.99,-0.6,-1.6, ,-0.003,-0.007, 
2019,2,3,1,2,2, ,VESTUARIO PARA MUJER,0.76977,101.2,2.5,2.1, ,0.019,0.016, 
2019,2,12,1,2,2, ,PRODUCTOS DE HIGIENE PERSONAL,1.40288,101.8,0.8,1.7, ,0.012,0.024, 
2019,2,1,2,2,2, ,BEBIDAS DE FANTASÍA,1.14376,102.47,-0.1,-0.3, ,-0.001,-0.004, 
2019,2,7,2,2,2, ,LUBRICANTES Y ACEITES PARA EL AUTOMÓVIL,0.03754,98.38,-0.1,0.3, ,0,0, 
2019,2,9,3,2,2, ,SERVICIOS FOTOGRÁFICOS,0.02779,103.33,0,-0.1, ,0,0, 
2019,2,4,4,2,2, ,GAS LICUADO,1.1474,98.3,-1.3,-3.4, ,-0.015,-0.039, 
2019,2,1,1,3,2, ,"MARISCOS FRESCOS, REFRIGERADOS O CONGELADOS",0.08082,100.57,1.1,3.3, ,0.001,0.003, 
2019,2,6,2,3,2, ,SERVICIOS DE OTROS PROFESIONALES DE LA SALUD,0.34187,101,0.2,0.5, ,0.001,0.002, 
2019,2,4,3,3,2, ,GASTOS DE COPROPIEDAD,1.36955,103.82,-1.8,1.8, ,-0.026,0.025, 
2019,2,9,4,3,2, ,ARTÍCULOS DE ESCRITORIO,0.03565,103.89,-0.2,-0.3, ,0,0, 
2019,2,1,1,4,2, ,YOGHURT Y POSTRES LÁCTEOS,0.44962,101.39,0.8,-0.1, ,0.004,0, 
2019,2,7,2,4,2, ,SERVICIOS RELACIONADOS A LA CIRCULACIÓN DEL VEHÍCULO,0.82355,105.33,0.1,5.7, ,0.001,0.047, 
2019,2,1,1,5,2, ,ACEITES COMESTIBLES,0.29183,98.52,-0.2,0.5, ,-0.001,0.001, 
2019,2,1,1,6,2, ,FRUTOS SECOS Y FRUTAS EN CONSERVA,0.17982,100.09,1.3,0.4, ,0.002,0.001, 
2019,2,1,1,7,2, ,LEGUMBRES SECAS,0.14401,97.22,-0.7,-0.6, ,-0.001,-0.001, 
2019,2,1,1,8,2, ,"MERMELADA, MANJAR Y OTROS DULCES UNTABLES",0.14835,99.35,-1.7,-3.3, ,-0.003,-0.005, 
2019,2,1,1,9,2, ,SALSAS Y ADEREZOS,0.29939,101.08,-0.5,-1, ,-0.002,-0.003, 
2019,2,1,1,1,3, ,PAN Y OTROS PRODUCTOS DE PANADERÍA,3.27246,102.76,0.9,1.3, ,0.03,0.044, 
2019,2,1,2,1,3, ,CACAO Y FORTIFICANTE EN POLVO,0.05023,101.15,0.7,0.8, ,0,0, 
2019,2,3,2,1,3, ,CALZADO INFANTIL,0.33507,98.92,0,0.4, ,0,0.001, 
2019,2,1,1,2,3, ,"CARNE DE AVE FRESCA, REFRIGERADA O CONGELADA",0.98958,97.46,-3.1,-0.4, ,-0.03,-0.003, 
2019,2,3,1,2,3, ,VESTUARIO INFANTIL,0.27728,96.16,2.3,2.4, ,0.006,0.006, 
2019,2,12,1,2,3, ,PRODUCTOS DE BELLEZA,0.4513,102.15,-0.1,0.2, ,0,0.001, 
2019,2,1,2,2,3, ,JUGOS LÍQUIDOS Y EN POLVO,0.42706,102.04,-0.6,-1.2, ,-0.003,-0.005, 
2019,2,9,3,2,3, ,SERVICIOS DE TELEVISIÓN,0.36707,100.42,0.2,0.1, ,0.001,0.001, 
2019,2,1,1,3,3, ,PESCADOS Y MARISCOS EN CONSERVA,0.22583,97.41,-1.6,-1.4, ,-0.004,-0.003, 
2019,2,1,1,4,3, ,QUESOS,0.84248,101.08,1.1,-0.6, ,0.009,-0.005, 
2019,2,1,1,7,3, ,TUBÉRCULOS Y PRODUCTOS DERIVADOS,0.51907,94.3,-0.6,-16.3, ,-0.003,-0.095, 
2019,2,1,1,8,3, ,"CARAMELOS, CHOCOLATES Y OTROS PRODUCTOS DE CONFITERÍA",0.35221,101.95,0.3,0.6, ,0.001,0.002, 
2019,2,1,1,9,3, ,"SOPAS Y CREMAS, ALIMENTOS PARA BEBÉ Y POSTRES NO LÁCTEOS",0.27614,100.35,0.3,0.3, ,0.001,0.001, 
2019,2,1,1,1,4, ,PASTAS,0.26583,101.97,0.2,0.9, ,0.001,0.002, 
2019,2,1,1,2,4, ,CARNE PROCESADA Y FIAMBRERÍA,1.11383,100.63,0.9,0, ,0.01,0, 
2019,2,3,1,2,4, ,VESTUARIO ESCOLAR,0.39907,102.13,-0.5,2.2, ,-0.002,0.009, 
2019,2,1,1,4,4, ,HUEVOS,0.40773,94.96,-2,-4, ,-0.008,-0.016, 
2019,2,1,1,8,4, ,HELADOS,0.25363,101.93,2.1,1.7, ,0.005,0.004, 
2019,2,1,1,1,1,1,ARROZ,0.18033,99.76,1.2,0, ,0.002,0, 
2019,2,2,1,1,1,1,PISCO,0.23562,100.84,0.8,0.3, ,0.002,0.001, 
2019,2,3,1,1,1,1,TELAS PARA CONFECCIÓN DE VESTUARIO,0.03406,101.64,-0.3,0.2, ,0,0, 
2019,2,4,1,1,1,1,ARRIENDO,5.52872,103.04,0.9,1.3, ,0.051,0.07, 
2019,2,5,1,1,1,1,CAMA,0.24409,102.75,4.9,2.9, ,0.012,0.007, 
2019,2,6,1,1,1,1,"MEDICAMENTOS ANTIINFECCIOSOS, ANTIVIRALES Y ANTIFUNGICOS",0.10445,101.5,4.4,0.1, ,0.004,0, 
2019,2,7,1,1,1,1,AUTOMÓVIL NUEVO,2.85541,99.55,-0.3,0.7, ,-0.009,0.018, 
2019,2,8,1,1,1,1,EQUIPO DE TELEFONÍA MÓVIL,0.61378,92.81,-2.1,-3.1, ,-0.012,-0.018, 
2019,2,9,1,1,1,1,TELEVISOR,0.40468,91.93,-2,-0.6, ,-0.007,-0.002, 
2019,2,10,1,1,1,1,SERVICIO DE EDUCACIÓN DE JARDÍN INFANTIL,0.29383,101.05,0,0, ,0,0, 
